,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
853,2188,미소율치과의원,0,"경상남도 창원시 마산회원구 3·15대로 664 (석전동, 청암빌딩)",민간,2016-04-26,055-251-6258,마산회원구,석전동
854,2189,퍼스트치과의원,0,"경상남도 창원시 마산합포구 현동로 50, 중앙빌딩동 3층 303호 (현동)",민간,2016-03-04,055-222-2827,마산합포구,현동
855,2190,스마트치과의원,0,"경상남도 창원시 마산합포구 현동7길 28, 현동주상가동 4층 407호 (현동)",민간,2015-12-21,055-242-2875,마산합포구,현동
856,2191,상쾌한치과의원,0,"경상남도 창원시 마산회원구 율림교로 13 (양덕동, 메트로엠)",민간,2015-08-25,055-289-7528,마산회원구,
857,2192,연세엔씨치과의원,0,경상남도 창원시 마산합포구 삼호로 53 (산호동),민간,2015-06-01,055-255-2275,마산합포구,산호동
858,2193,삼진치과의원,0,경상남도 창원시 마산합포구 진동면 삼진의거대로 640 (신약국),민간,2015-04-20,055-271-6701,마산합포구,진동면
859,2194,김세훈치과의원,0,"경상남도 창원시 마산합포구 3·15대로 305 (서성동, KT서마산지점)",민간,2015-03-02,055-245-2875,마산합포구,
860,2195,하이연세치과의원,0,경상남도 창원시 마산합포구 월영남로 3 (해운동),민간,2015-01-26,055-243-7528,마산합포구,
861,2196,미소365 치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 7 (가나약국),민간,2014-09-15,055-713-3650,마산회원구,내서읍
862,2197,유플러스치과의원,0,경상남도 창원시 마산합포구 합포로 236 (산호동),민간,2014-06-19,055-242-7928,마산합포구,산호동
863,2198,진동우리치과의원,0,"경상남도 창원시 마산합포구 진동면 삼진의거대로 618, 2층",민간,2014-04-22,055-271-7528,마산합포구,진동면
864,2199,현치과의원,0,"경상남도 창원시 마산회원구 3·15대로 701 (석전동, 동진빌딩)",민간,2014-01-20,055-292-0100,마산회원구,석전동
865,2200,유디치과의원,0,경상남도 창원시 마산회원구 마산역광장로 6 (석전동),민간,2013-12-09,055-298-0947,마산회원구,석전동
866,2201,지명주치과의원,0,"경상남도 창원시 마산합포구 동서북10길 63 (창동, 조흥은행)",민간,2012-11-27,055-243-9300,마산합포구,
867,2202,서울이원치과의원,0,"경상남도 창원시 마산회원구 율림교로 6 (양덕동, 메트로스퀘어6)",민간,2012-07-12,055-603-2875,마산회원구,
868,2203,라온바른이치과의원,0,"경상남도 창원시 마산회원구 양덕로 194 (석전동, 영광약국)",민간,2012-07-09,055-292-0009,마산회원구,석전동
869,2204,박인율치과의원,0,"경상남도 창원시 마산회원구 양덕서로 47 (양덕동, 메트로스퀘어5)",민간,2012-06-25,055-275-5453,마산회원구,
870,2205,마산탑치과의원,0,경상남도 창원시 마산회원구 내서읍 호계본동로 5,민간,2012-05-16,055-232-1872,마산회원구,내서읍
871,2206,서울본치과의원,0,경상남도 창원시 마산회원구 3·15대로 736 CGV 2층 (합성동),민간,2012-04-12,055-251-2875,마산회원구,
872,2207,메트로수치과의원,0,경상남도 창원시 마산회원구 양덕서로 47 (양덕동),민간,2012-03-26,055-252-7527,마산회원구,
873,2208,이편한치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 9 (남해횟집),민간,2011-12-08,055-232-2813,마산회원구,내서읍
874,2209,자연미소치과의원,0,경상남도 창원시 마산합포구 북성로 92 (상남동),민간,2011-05-18,055-245-3567,마산합포구,상남동
875,2210,미소아이치과의원,0,"경상남도 창원시 마산회원구 3·15대로 775 (합성동, 합성메디칼센타)",민간,2011-04-26,055-252-1275,마산회원구,
876,2211,이튼치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 2 (삼계웰빙프라자빌딩),민간,2011-02-21,055-231-2875,마산회원구,내서읍
877,2212,민트치과의원,0,"경상남도 창원시 마산합포구 월영동2길 3, 301호 (해운동)",민간,2010-12-17,055-243-3875,마산합포구,월영동
878,2213,삼성치과의원,0,경상남도 창원시 마산합포구 자산삼거리로 28 (자산동),민간,2010-09-16,055-242-7528,마산합포구,자산동
879,2214,플랜트치과의원,0,"경상남도 창원시 마산회원구 3·15대로 780 (합성동, 행복한메디컬)",민간,2010-05-04,055-298-0007,마산회원구,
880,2215,예쁜치과의원,0,"경상남도 창원시 마산합포구 서성로 48 (신포동2가, 대우메디칼빌딩)",민간,2008-08-11,055-241-2828,마산합포구,
881,2216,서울유민치과의원,0,"경상남도 창원시 마산합포구 월영남로 42 (월영동, 대동아파트)",민간,2008-04-18,055-246-7522,마산합포구,월영동
882,2217,유앤미치과의원,0,"경상남도 창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,2008-03-26,055-297-2804,마산회원구,
883,2218,사단법인한국건강관리협회건강증진치과의원,0,"경상남도 창원시 마산회원구 삼호로 107 (양덕동, 한국건강관리센터)",민간,2008-03-06,055-259-0100,마산회원구,
884,2219,성심치과의원,0,"경상남도 창원시 마산합포구 월영동로 1 (해운동, 한미메디칼센타)",민간,2007-12-27,055-222-2804,마산합포구,월영동
885,2220,연세씨엘치과의원,0,"경상남도 창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",민간,2007-12-21,055-247-2005,마산합포구,중앙동
886,2221,김치과의원,0,"경상남도 창원시 마산회원구 삼호로 56 (양덕동, 삼성홈플러스)",민간,2007-11-30,055-299-2875,마산회원구,
887,2222,웰빙치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 2 (삼계웰빙프라자빌딩),민간,2007-08-21,055-232-7528,마산회원구,내서읍
888,2223,월드치과의원,0,"경상남도 창원시 마산합포구 3·15대로 152 (중앙동2가, 득양빌딩)",민간,2007-02-27,055-222-8275,마산합포구,중앙동
889,2224,뉴욕치과의원,0,경상남도 창원시 마산회원구 내서읍 중리상곡로 129 (파워콤),민간,2006-09-26,055-231-7545,마산회원구,내서읍
890,2225,자산치과의원,0,"경상남도 창원시 마산합포구 자산삼거리로 35 (자산동, 자산치과)",민간,2006-06-01,055-222-9332,마산합포구,자산동
891,2226,연세이사랑치과의원,0,"경상남도 창원시 마산회원구 3·15대로 650 (석전동, 건설공제조합)",민간,2006-04-14,055-291-0075,마산회원구,석전동
892,2227,서울미치과의원,0,"경상남도 창원시 마산합포구 합포로 112 (오동동, 서울치과)",민간,2006-03-20,055-248-7575,마산합포구,오동동
893,2228,대학치과의원,0,"경상남도 창원시 마산회원구 북성로 120 (회원동, 김용태내과의원)",민간,2005-09-02,055-248-6867,마산회원구,
894,2229,이사랑치과의원,0,경상남도 창원시 마산회원구 내서읍 호원로 361-3 (코오롱하늘채1차아파트),민간,2005-07-06,055-251-2852,마산회원구,내서읍
895,2230,이병욱치과의원,0,"경상남도 창원시 마산회원구 3·15대로 605-3 (석전동, 박의원)",민간,2005-03-10,055-255-2804,마산회원구,석전동
896,2231,대동치과의원,0,경상남도 창원시 마산회원구 내서읍 광려로 37 (삼계대동이미지2차아파트),민간,2004-12-03,055-294-5596,마산회원구,내서읍
897,2232,굿모닝치과의원,0,경상남도 창원시 마산합포구 고운로 175 (완월동),민간,2002-12-13,055-246-2772,마산합포구,완월동
898,2233,미래치과의원,0,"경상남도 창원시 마산합포구 3·15대로 239 (중앙동3가, 경남건축사회관)",민간,2002-12-12,055-222-5000,마산합포구,중앙동
899,2234,우리치과의원,0,"경상남도 창원시 마산합포구 합포로 42 (남성동, 우리치과의원)",민간,2002-07-02,055-223-1239,마산합포구,
900,2235,화이트치과의원,0,"경상남도 창원시 마산합포구 해안대로 25 (해운동, 동방그랜드타운)",민간,2002-05-23,055-248-8528,마산합포구,
901,2236,박민욱치과의원,0,경상남도 창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),민간,2001-12-17,055-256-2872,마산회원구,내서읍
902,2237,드림장치과의원,0,"경상남도 창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",민간,2001-09-01,055-243-0055,마산합포구,
903,2238,태일성치과의원,0,"경상남도 창원시 마산합포구 3·15대로 9, 월영 마크리움 주상복합 2층 212호 (월남동5가)",민간,2000-12-01,055-242-2802,마산합포구,
904,2239,한일치과의원,0,"경상남도 창원시 마산합포구 3·15대로 255 (중앙동3가, 경남데파트)",민간,2000-11-10,055-222-1875,마산합포구,중앙동
905,2240,경남치과의원,0,경상남도 창원시 마산합포구 3·15대로 156 (중앙동2가),민간,2000-04-19,055-221-2875,마산합포구,중앙동
906,2241,황경룡치과의원,0,"경상남도 창원시 마산회원구 3·15대로 683 (석전동, 황치과)",민간,1999-12-14,055-295-8300,마산회원구,석전동
907,2242,한마음치과의원,0,"경상남도 창원시 마산합포구 산호남로 1 (산호동, 산호빌딩)",민간,1999-07-05,055-247-7528,마산합포구,산호동
908,2243,조양래치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 10 (튼튼한약국),민간,1999-03-10,055-232-2875,마산회원구,내서읍
909,2244,삼계미치과의원,0,경상남도 창원시 마산회원구 내서읍 삼계로 12,민간,1998-09-16,055-231-7528,마산회원구,내서읍
910,2245,진동치과의원,0,경상남도 창원시 마산합포구 진동면 삼진의거대로 644,민간,1997-07-09,055-271-9402,마산합포구,진동면
911,2246,시은치과의원,0,경상남도 창원시 마산회원구 내서읍 호원로 226,민간,1997-06-20,055-232-2828,마산회원구,내서읍
912,2247,이덕혜치과의원,0,"경상남도 창원시 마산합포구 3·15대로 130 (중앙동1가, 농협(신마산지점))",민간,1997-03-28,055-222-2875,마산합포구,중앙동
913,2248,스타치과의원,0,"경상남도 창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)",민간,1997-03-05,055-295-9494,마산회원구,
914,2249,하나부부치과의원,0,경상남도 창원시 마산합포구 월영동로 11 (해운동),민간,1996-12-31,055-244-5519,마산합포구,월영동
915,2250,박윤규치과의원,0,경상남도 창원시 마산회원구 회원남로 81 (회원동),민간,1996-07-13,055-245-1500,마산회원구,
916,2251,홍호철치과의원,0,"경상남도 창원시 마산회원구 3·15대로 763 (합성동, 홍치과)",민간,1996-05-23,055-297-5000,마산회원구,
917,2252,이정호치과의원,0,"경상남도 창원시 마산회원구 3·15대로 741 (합성동, 이정호치과)",민간,1996-05-01,055-298-2587,마산회원구,
918,2253,이현주치과의원,0,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1996-03-08,055-245-0232,마산합포구,
919,2254,손경준치과의원,0,"경상남도 창원시 마산회원구 북성로 125 (회원동, 삼성메르빌)",민간,1996-01-23,055-224-1308,마산회원구,
920,2255,연세치과의원,0,"경상남도 창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",민간,1995-04-08,055-241-1933,마산합포구,
921,2256,김병석치과의원,0,경상남도 창원시 마산회원구 구암서6길 2 (구암동),민간,1995-04-03,055-296-3142,마산회원구,
922,2257,상곡치과의원,0,경상남도 창원시 마산회원구 내서읍 상곡로 22 (중앙상가),민간,1994-12-19,055-232-7174,마산회원구,내서읍
923,2258,세일치과의원,0,"경상남도 창원시 마산회원구 북성로 106 (회원동, 환금프라자)",민간,1993-07-01,055-246-8348,마산회원구,
924,2259,평화부부치과의원,0,"경상남도 창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,1993-04-30,055-296-1311,마산회원구,석전동
925,2260,중앙미치과의원,0,경상남도 창원시 마산합포구 3·15대로 252 (중앙동3가),민간,1993-01-14,055-221-1875,마산합포구,중앙동
926,2261,정영한치과의원,0,"경상남도 창원시 마산합포구 해안대로 1 (월남동5가, 삼우빌딩)",민간,1991-11-14,055-222-4196,마산합포구,
927,2262,박노수치과의원,0,경상남도 창원시 마산회원구 북성로 109 (회원동),민간,1991-05-18,055-248-9484,마산회원구,
928,2263,노승태치과의원,0,"경상남도 창원시 마산회원구 북성로 329 (회성동, 중앙의원)",민간,1991-05-18,055-297-2822,마산회원구,회성동
929,2264,이유철치과의원,0,"경상남도 창원시 마산합포구 가포로 1 (해운동, 대경상가)",민간,1991-01-25,055-241-4085,마산합포구,
930,2265,백치과의원,0,"경상남도 창원시 마산회원구 3·15대로 686 (석전동, 365병원)",민간,1990-06-05,055-247-9293,마산회원구,석전동
931,2266,강진호치과의원,0,"경상남도 창원시 마산합포구 가포로 6 (해운동, 일성온천)",민간,1990-05-16,055-248-0044,마산합포구,
932,2267,박광현치과의원,0,"경상남도 창원시 마산합포구 교방시장2길 21 (교방동, 교방주공시장(주))",민간,1990-04-27,055-244-2875,마산합포구,교방동
933,2268,문윤수치과의원,0,"경상남도 창원시 마산회원구 구암서1길 51 (구암동, 문윤수치과의원)",민간,1990-04-27,055-293-2875,마산회원구,
934,2269,김형준치과의원,0,"경상남도 창원시 마산합포구 북성로 10 (중성동, 김형준 치과)",민간,1990-04-24,055-246-7088,마산합포구,
935,2270,이병황치과의원,0,경상남도 창원시 마산회원구 북성로 161 (회원동),민간,1989-10-12,055-242-6554,마산회원구,
936,2271,정미치과의원,0,경상남도 창원시 마산합포구 문화동4길 48 (월남동3가),민간,1988-07-19,055-244-4312,마산합포구,문화동
937,2272,박영민치과의원,0,"경상남도 창원시 마산회원구 삼호로 80, 212동 2층 201호 (양덕동, 메트로시티2차)",민간,1988-04-30,055-243-8844,마산회원구,
938,2273,현대치과의원,0,"경상남도 창원시 마산합포구 삼호로 45, 501,601호 (산호동)",민간,1988-04-23,055-241-7753,마산합포구,산호동
939,2274,한독치과의원,0,"경상남도 창원시 마산합포구 자산솔밭로 43 (자산동, 평화궁전아파트)",민간,1987-12-30,055-246-2875,마산합포구,자산동
940,2275,문치과의원,0,"경상남도 창원시 마산회원구 양덕로 153 (양덕동, 한일타운2차아파트)",민간,1987-04-25,055-296-0140,마산회원구,
941,2276,문명용치과의원,0,"경상남도 창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",민간,1987-04-25,055-296-0288,마산회원구,
942,2277,이무철치과의원,0,"경상남도 창원시 마산합포구 천하장사로 87 (상남동, 우신뉴타워아파트)",민간,1987-02-02,055-295-2833,마산합포구,상남동
943,2278,산호치과의원,0,"경상남도 창원시 마산합포구 합포로 257 (산호동, 쌍쌍빌딩)",민간,1986-06-24,055-241-5278,마산합포구,산호동
